id;sku;nazwa;kategoria;szerokość;wysokość;głębokość;średnica;jednostka;reguła;raw
274880172;321321;"Hulajnoga aluminiowa L.A. Sports SWIFT 200MM 13871-14";"Sport i turystyka|Akcesoria sportowe|Hulajnogi";95;103.5;36;;cm;standalone-3d;"95 x 36 x 103,5 cm"
274880514;328556;"Hulajnoga aluminiowa ze stopką 13984";"Sport i turystyka|Akcesoria sportowe|Hulajnogi";92;97;37;;cm;standalone-3d;"92 x 37 x 97 cm"
274916673;476251;"Piłka lekarska Select 7 kg 2019 15737";"Sport i turystyka|Fitness i trening";;;;;;NO_MATCH;""
274953917;597132;"Piłka lekarska tiguar  1 kg TI-PL0001";"Sport i turystyka|Fitness i trening";;;;;;NO_MATCH;""
274953927;597133;"Piłka lekarska tiguar 2 kg TI-PL0002";"Sport i turystyka|Fitness i trening";;;;;;NO_MATCH;""
274953943;597134;"Piłka lekarska tiguar 3 kg TI-PL0003";"Sport i turystyka|Fitness i trening";;;;;;NO_MATCH;""
274953965;597135;"Piłka lekarska tiguar 4 kg TI-PL0004";"Sport i turystyka|Fitness i trening";;;;;;NO_MATCH;""
274953988;597136;"Piłka lekarska z uchwytami tiguar 10 kg TI-PLU010";"Sport i turystyka|Fitness i trening";;;;;;NO_MATCH;""
274954020;597137;"Piłka lekarska z uchwytami tiguar  5 kg TI-PLU005";"Sport i turystyka|Fitness i trening";;;;;;NO_MATCH;""
274954040;597138;"Piłka lekarska z uchwytami tiguar 6 kg TI-PLU006";"Sport i turystyka|Fitness i trening";;;;;;NO_MATCH;""
274954076;597140;"Piłka lekarska z uchwytami tiguar 8 kg TI-PLU008";"Sport i turystyka|Fitness i trening";;;;;;NO_MATCH;""
274954560;597196;"Piłka lekarska tiguar slam ball 12 kg TI-SL0012";"Sport i turystyka|Fitness i trening";;;;;;NO_MATCH;""
274954578;597197;"Piłka lekarska tiguar slam ball 15 kg TI-SL0015";"Sport i turystyka|Fitness i trening";;;;;;NO_MATCH;""
274964838;616997;"Rolki Mico Volt PW-126B-9";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
274998298;646732;"Hamak, fotel brazylijski Natura Royokamp 1013428";"Ogród i Gospodarstwo|Meble ogrodowe";90;;50;;cm;wymiary-2d;"wymiary siedziska: 90x50 cm"
274998674;597192;"Piłka lekarska tiguar slam ball TI-SL0004";"Sport i turystyka|Fitness i trening";;;;;;NO_MATCH;""
274998689;597193;"Piłka lekarska tiguar slam ball TI-SL0006";"Sport i turystyka|Fitness i trening";;;;;;NO_MATCH;""
274998696;597194;"Piłka lekarska tiguar slam ball TI-SL0008";"Sport i turystyka|Fitness i trening";;;;;;NO_MATCH;""
274998703;597195;"Piłka lekarska tiguar slam ball 10 kg TI-SL0010";"Sport i turystyka|Fitness i trening";;;;;;NO_MATCH;""
275008913;611778;"Rolki Meteor Invert 2w1 Blue 22306-22308";"Sport i turystyka|Akcesoria sportowe|Rolki";38.5;11.5;27.5;;cm;standalone-3d;"38,5x27,5x11,5 cm"
275010818;293181;"Piłka lekarska 4 kg skórzana";"Sport i turystyka|Fitness i trening";;;;;;NO_MATCH;""
275010826;293182;"Piłka lekarska 5kg 1011665";"Sport i turystyka|Fitness i trening";;;;;;NO_MATCH;""
275047589;663611;"Hamak fotel brazylijski Royokamp 100x100 cm 1020259";"Ogród i Gospodarstwo|Meble ogrodowe";100;120;100;;cm;wymiary-3d;"wymiary: 100x100x120 cm"
275049040;664039;"Lodówka turystyczna Lifetime 90949";"Sport i turystyka|Sprzęt turystyczny";68.6;43.8;44.7;;cm;wymiary-3d;"Wymiary zewnętrzne: 68,6 x 44,7 x 43,8 cm"
275050716;528668;"Piłka lekarska Smj VMB-L004R 4kg";"Sport i turystyka|Fitness i trening";;;;;;NO_MATCH;""
275057381;409358;"HULAJNOGA TRÓJKOŁOWA SMJ PRINCESS AF-WG006";"Dla dziecka|Pojazdy dziecięce|Hulajnogi";;;;;;NO_MATCH;""
275063018;534445;"Piłka lekarska Yakimasport 3kg 100267";"Sport i turystyka|Fitness i trening";;;;23;cm;diameter;"średnica ok: 23 cm"
275063024;534733;"Piłka lekarska Yakimasport 2kg 100309";"Sport i turystyka|Fitness i trening";;;;;;NO_MATCH;""
275063032;534735;"Piłka lekarska Yakimasport 1kg 100308";"Sport i turystyka|Fitness i trening";;;;;;NO_MATCH;""
275066590;674724;"Hulajnoga balansowa jeździk 3w1 Enero Biedronka 1017679";"Dla dziecka|Pojazdy dziecięce|Hulajnogi";25;;57;;cm;labeled-dims;"długość 57cm; szerokość 25cm"
275085349;642861;"Hulajnoga Spokey Ayas 929393";"Sport i turystyka|Akcesoria sportowe|Hulajnogi";;101;;;cm;height-only;"Wysokość kierownicy od podłogi: 76 - 101 cm"
275087307;473282;"Hulajnoga Meteor Racer 22766";"Sport i turystyka|Akcesoria sportowe|Hulajnogi";37;73;;;cm;labeled-dims;"szerokość kierownicy: 37 cm; wysokość: 73 cm"
275122270;721812;"Rolki Tempish Gokid Jr 100000004098";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275122343;722063;"Rolki regulowane FR Junior Club FRSK-FRJC-BK - nie wystawiac";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275122444;721806;"Rolki Tempish Ayroo 1000061";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275122474;721807;"Rolki Tempish Ayroo Lady W 1000062";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275122488;721808;"Rolki Tempish Ayroo Top 1000059";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;8.4;cm;diameter;"średnicy 84mm"
275122507;721809;"Rolki Tempish Ayroo Top Lady W 1000060";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;8.4;cm;diameter;"średnicy 84mm"
275122527;721810;"Rolki Tempish Ezza 90 Uni 1000055";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275122557;721813;"Rolki Tempish Gokid Jr 100000004099";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275122565;721815;"Rolki Tempish S.R.Pro 1000004609";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;0.8;cm;diameter;"średnicę 8mm"
275126769;721330;"Rolki Tempish Dasty Jr 1000049";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275126776;721331;"Rolki Tempish Dasty Jr 1000050";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275127104;721320;"Rolki biegowe Tempish Atatu Low 10000047023";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275127703;720417;"Rolki biegowe Tempish Atatu Mid 10000047019";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275127974;721826;"Hulajnoga Tempish Scooper Jr 10500002371";"Dla dziecka|Pojazdy dziecięce|Hulajnogi";;71;;;cm;height-only;"Wysokość kierownicy: 71 cm"
275202659;721508;"Rolki freestyle FR2 80 '20 Frsk-Fr280 - NIE WYSTAWIAC";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275202739;721816;"Rolki Tempish Wire 3.0 M 1000063";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275202757;721817;"Rolki Tempish Wire 3.0 W 1000064";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275202764;721818;"Rolki Tempish Wox M 1000065";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275202803;721820;"Rolki Powerslide Next Core 110 '20 908366-40";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275202933;721864;"Rolki hokejowe Mission Inhaler WM02 Sr 1058390";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275203053;772893;"Rolki freestyle Seba E3 80 SKK-E380";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275203062;772894;"Rolki freestyle Seba Trix 2 80 SSK-TRX280";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275203195;719918;"Rolki freestyle Tempish Caliber 1000004602";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275203210;720004;"Rolki regulowane Tempish Magic Rebel 10000000415";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275203227;720125;"Rolki biegowe Tempish Spider 10000047015";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275203339;720128;"Rolki biegowe Tempish GT 500 / 110 10000047018";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275203503;720258;"Rolki freestyle Tempish Rsc-X 1000004607";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275203530;720416;"Rolki hokejowe Mission Inhaler NLS:06 Yth 1049933";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275203692;721003;"Rolki regulowane Tempish Coctail Mate Jr 10000046032";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275203700;721004;"Rolki Tempish Swist Flash Jr 1000000032";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275203856;721040;"Rolki Tempish Wire 2.0 100000438";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275203866;721262;"Rolki freestyle Seba E3 80 Premium M SKK-E3 nie wystawiać";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275203885;721316;"Rolki hokejowe Bauer RH RS Jr 1053755";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275203904;721322;"Rolki Tempish Blax W 1000052";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;0.8;cm;diameter;"średnicy 8 mm"
275203926;721323;"Rolki Tempish Wenox Top M 1000053";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275203946;721324;"Rolki Tempish Wenox Top W 1000054";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275203978;721325;"Rolki Tempish Ezza 90 1000067";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;0.8;cm;diameter;"średnicy 8 mm"
275204000;721326;"Rolki Tempish Ezza Lady 90 W 1000056";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275204009;721334;"Rolki Tempish Baby Skate Racer Jr 1000000009";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275204015;721338;"Rolki hokejowe Tempish Volt-R 1000004807";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275204107;773901;"Rolki Tempish Ayroo Top EBS 10000591";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;8.4;cm;diameter;"średnicy 84mm"
275207929;774222;"Rolki Tempish Wenox Top Lady Ebs W 10000541";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275222136;777761;"Hulajnoga 3-kołowa Globber Master Lights 662-120-2 HS-TNK-000015844";"Dla dziecka|Pojazdy dziecięce|Hulajnogi";37;;61;;cm;labeled-dims;"długość: 61 cm; szerokość: 37 cm"
275222198;777763;"Hulajnoga wyczynowa Globber Stunt GS 720 624-100-3 HS-TNK-000015846";"Sport i turystyka|Akcesoria sportowe|Hulajnogi";82;51.5;66.5;;cm;wymiary-3d;"Wymiary: 82 x 66.5 x 51.5 cm"
275222203;777764;"Hulajnoga wyczynowa Globber Stunt GS 900 Deluxe 627-100 HS-TNK-000015848";"Sport i turystyka|Akcesoria sportowe|Hulajnogi";18;7.9;6.7;;cm;standalone-3d;"180 x 67 x 79 mm"
275222770;777738;"Hulajnoga 3-kołowa Globber Ultimum 612-110 HS-TNK-000015714";"Dla dziecka|Pojazdy dziecięce|Hulajnogi";101;39.5;63;;cm;standalone-3d;"101 x 63 x 39,5 cm"
275230346;777655;"Hulajnoga Globber One K 165 BR 672-110";"Sport i turystyka|Akcesoria sportowe|Hulajnogi";;;;16.5;cm;diameter;"średnicy 165 mm"
275235719;776693;"Hulajnoga trójkołowa SMJ Sport AF-WG04 Jr HS-TNK-000009062";"Dla dziecka|Pojazdy dziecięce|Hulajnogi";;;;;;NO_MATCH;""
275235927;777418;"Hulajnoga 3-kołowa Globber Primo Foldable Lights 432-100-2 HS-TNK-000013800";"Dla dziecka|Pojazdy dziecięce|Hulajnogi";0.2;2.4;12.1;;cm;standalone-3d;"2x 121x24 mm"
275238319;776747;"Hulajnoga trójkołowa SMJ Sport AF-WG006 HS-TNK-000009200";"Dla dziecka|Pojazdy dziecięce|Hulajnogi";;;;;;NO_MATCH;""
275239004;776773;"Hulajnoga miejska Globber 479-102 One NL 230 HS-TNK-000009261";"Sport i turystyka|Akcesoria sportowe|Hulajnogi";;;;23;cm;diameter;"średnica 230 mm"
275239214;777149;"Hulajnoga 3-kołowa Globber Primo Foldable Lights 432-110-2 HS-TNK-000011555";"Dla dziecka|Pojazdy dziecięce|Hulajnogi";0.2;2.4;12.1;;cm;standalone-3d;"2x 121x24 mm"
275243886;776956;"Hulajnoga wyczynowa Globber Stunt GS 540 622-102 HS-TNK-000010051";"Sport i turystyka|Akcesoria sportowe|Hulajnogi";82;51.5;65.5;;cm;wymiary-3d;"Wymiary: 82 x 65,5 x 51,5 cm"
275244277;777177;"Hulajnoga jeździk rowerek Globber GO-UP Deluxe Lights 646-105 HS-TNK-000011642";"Sport i turystyka|Akcesoria sportowe|Hulajnogi";;;;;;NO_MATCH;""
275245742;776772;"Hulajnoga miejska Globber 479-101 One Nl 230 HS-TNK-000009260";"Sport i turystyka|Akcesoria sportowe|Hulajnogi";;;;23;cm;diameter;"średnica 230 mm"
275245797;777431;"Hulajnoga miejska Globber 477-105 One Nl 205 HS-TNK-000013822";"Sport i turystyka|Akcesoria sportowe|Hulajnogi";;;;20.5;cm;diameter;"średnica 205 mm"
275247739;785289;"Rolki freestyle SEBA FR Spin M SKKFRSPIN-BK";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275247772;785291;"Rolki freestyle SEBA High Light 80 '22 M 22SSK-SHL80-BK";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275251166;720867;"Rolki freestyle SEBA FRX 80 SkkfrX80-OR";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275251298;721346;"Hulajnoga Tempish Nixin 200 1050000233";"Sport i turystyka|Akcesoria sportowe|Hulajnogi";;100;;;cm;height-only;"Wysokość kierownicy: 100 cm"
275251417;721828;"Hulajnoga Tempish SMF 200 1050000241";"Sport i turystyka|Akcesoria sportowe|Hulajnogi";;;;20;cm;diameter;"średnicę 200mm"
275260244;720868;"Rolki freestyle SEBA FR3 80 Sskfr380-BK";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275260625;796064;"Rolki Tempish Viber 90 1000069";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;0.8;cm;diameter;"średnicę 8mm"
275260651;796066;"Rolki regulowane Tempish Rebel T Jr 10000000418";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275260670;797033;"Rolki Tempish Wox Uni 1000070";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275275014;805457;"Hulajnoga Spokey Agent 200 mm 929389";"Sport i turystyka|Akcesoria sportowe|Hulajnogi";90;97;36.5;;cm;standalone-3d;"90 x 36,5 x 97 cm"
275287307;811961;"Hulajnoga wyczynowa Globber Stunt Gs 540 622-102-3";"Sport i turystyka|Akcesoria sportowe|Hulajnogi";82;51.5;65.5;;cm;wymiary-3d;"Wymiary: 82 x 65,5 x 51,5 cm"
275287461;811968;"Hulajnoga Globber NL 205 Dluxe Jr 685-206";"Sport i turystyka|Akcesoria sportowe|Hulajnogi";45;;89;;cm;labeled-dims;"długość: 89 cm; szerokość kierownicy: 45 cm"
275287483;811969;"Hulajnoga Globber NL 205 Dluxe Jr 685-210";"Sport i turystyka|Akcesoria sportowe|Hulajnogi";45;;89;;cm;labeled-dims;"długość: 89 cm; szerokość kierownicy: 45 cm"
275305040;813948;"Rolki Outrace Flash Boy PW-126B-79";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275305044;813949;"Rolki, wrotki Outrace Funny Blue Jr PW-117J";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275316487;817811;"Hulajnoga 3-kołowa Globber Master Prime / Black - Navy Blue 664-100";"Dla dziecka|Pojazdy dziecięce|Hulajnogi";37;;61;;cm;labeled-dims;"długość: 61 cm; szerokość: 37 cm"
275316501;817812;"Hulajnoga 3-kołowa Globber Master Prime / Black - New Red 664-102";"Dla dziecka|Pojazdy dziecięce|Hulajnogi";37;;61;;cm;labeled-dims;"długość: 61 cm; szerokość: 37 cm"
275316511;817814;"Hulajnoga 3-kołowa Globber Master Prime / Black - Lime Green 664-106";"Dla dziecka|Pojazdy dziecięce|Hulajnogi";37;;61;;cm;labeled-dims;"długość: 61 cm; szerokość: 37 cm"
275321578;813282;"Rolki freestyle FR1 80  22FRSK-FR180-LB";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275321621;813283;"Rolki fitness K2 Kinetic 80 Pro XT W '22 30G0819";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275321685;813793;"Rolki freestyle Rollerblade Twister XT '22 072210001A1";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275329180;818710;"Rolki hokejowe Bauer Vapor X3.5 Int 1060232";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275329193;818711;"Rolki hokejowe Bauer Vapor X3.5 Jr 1060233";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275329201;818712;"Rolki hokejowe Bauer Vapor X3.5 Sr 1060231";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275329272;818714;"Rolki regulowane Bauer RH X-LP Jr 1060527-02";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275330541;819008;"Rolki hokejowe Bauer Vapor 3X Sr 1060219";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275336536;820074;"Rolki regulowane Mission RH Lil Ripper Jr 1058582-07";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275336539;820075;"Rolki regulowane Bauer RH X-LP Jr 1059467-07";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275336542;820076;"Rolki hokejowe Mission Inhaler WM02 Jr 1058411";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275351339;823916;"Piłka Lekarska Slam Ball Pro 2kg 100419";"Sport i turystyka|Fitness i trening";;;;;;NO_MATCH;""
275351411;823927;"Hulajnoga balansowa Spokey Plier Jr 940876";"Dla dziecka|Pojazdy dziecięce|Hulajnogi";62;18;24;;cm;standalone-3d;"62 x 24 x 18 cm"
275351415;823928;"Hulajnoga balansowa Spokey Plier Jr 940878";"Dla dziecka|Pojazdy dziecięce|Hulajnogi";62;18;24;;cm;standalone-3d;"62 x 24 x 18 cm"
275369910;721924;"Rolki freestyle SEBA FR1 90 SKKFR190-BK";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275415659;846739;"Hulajnoga 3-kołowa Globber Primo Foldable Plus Lights Jr 439-100";"Dla dziecka|Pojazdy dziecięce|Hulajnogi";0.2;2.4;12.1;;cm;standalone-3d;"2x 121x24 mm"
275415686;846740;"Hulajnoga 3-kołowa Globber Primo Foldable Plus Lights Jr 439-107";"Dla dziecka|Pojazdy dziecięce|Hulajnogi";0.2;2.4;12.1;;cm;standalone-3d;"2x 121x24 mm"
275415729;846743;"Hulajnoga miejska Globber NL 230-205 Duo 686-100";"Sport i turystyka|Akcesoria sportowe|Hulajnogi";;;;;;NO_MATCH;""
275415753;846744;"Hulajnoga miejska Globber NL 230-205 Duo Vintage 686-112";"Sport i turystyka|Akcesoria sportowe|Hulajnogi";;;;;;NO_MATCH;""
275418362;846431;"Rolki Meteor Rox 22345";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275418427;846436;"Rolki Meteor Rox 22351";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275418437;846437;"Rolki Meteor Rox 22352";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275418441;846438;"Rolki Meteor Rox 22354";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275418450;846439;"Rolki Meteor Rox 22355";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275420585;846421;"Rolki Meteor Rox 22362";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275420588;846422;"Rolki Meteor Rox 22363";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275435418;850650;"Rolki Coolslide Roma 92800398262";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275435431;850651;"Rolki Coolslide Roma 92800398266";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275435487;850653;"Rolki Coolslide Ruller 92800398277";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275441679;850639;"Rolki Coolslide Desq M 92800398211";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275441719;850645;"Rolki Hi-Tec Canis M 92800398230";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275441754;850647;"Rolki Hi-Tec Rizzo M 92800398241";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275441770;850649;"Rolki Coolslide Hulst 92800398252";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275443331;850321;"Rolki Coolslide Ramen Yb Jr 92800359328";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275443339;850322;"Rolki Coolslide Wonton Yb Jr 92800359342";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275443349;850323;"Rolki Coolslide Wonton Yg Jr 92800359345";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275628033;906562;"Rolki SMJ sport 3w1 Jr BS-616TP";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
275841889;534447;"Piłka lekarska Yakimasport 4kg 100266";"Sport i turystyka|Fitness i trening";;;;23;cm;diameter;"średnica ok: 23 cm"
275841896;534731;"Piłka lekarska Yakimasport 5kg 100265";"Sport i turystyka|Fitness i trening";;;;23;cm;diameter;"średnica ok: 23 cm"
276258592;935169;"Hulajnoga 3-kołowa Globber Foldable Lights Lime Green Jr 437-106";"Dla dziecka|Pojazdy dziecięce|Hulajnogi";;;;;;NO_MATCH;""
276258650;935659;"Hulajnoga miejska Globber One K 200 Piston Deluxe Blue 678-100";"Sport i turystyka|Akcesoria sportowe|Hulajnogi";;;;;;NO_MATCH;""
276292401;820048;"Rolki Roces Weft Thread M 400875 00002";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
276311107;962192;"Fotel składany Spokey Panama 9401790000 zielony";"Sport i turystyka|Sprzęt turystyczny";55;63;62;;cm;wymiary-3d;"wymiary: 55x62x63 cm"
276373868;806103;"Hulajnoga miejska Globber ONE NL 205 / Black-Charcoal Grey 477-100";"Sport i turystyka|Akcesoria sportowe|Hulajnogi";;;;20.5;cm;diameter;"średnica 205 mm"
276376550;983402;"Rolki Meteor Rox M 22346";"Sport i turystyka|Akcesoria sportowe|Rolki";;;;;;NO_MATCH;""
